,budget,company,country,director,gross,name,rating,released,runtime,score,star,votes,writer,release,movieId,title,title_lower,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,Western,profit,profit_margin
3281,23000000.0,Focus Features,USA,Mira Nair,16136476.0,Vanity Fair,PG-13,2004-09-01,141,6.2,Reese Witherspoon,18147,Matthew Faulk,2004,8833,Vanity Fair,vanity fair,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-6863524.0,-0.4253421874763734
3282,12000000.0,Jet Tone Films,Hong Kong,Kar-Wai Wong,261481.0,2046,R,2004-09-29,129,7.5,Tony Chiu-Wai Leung,44039,Kar-Wai Wong,2004,27266,2046,2046,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,-11738519.0,-44.89243577927268
3283,16000000.0,Metro-Goldwyn-Mayer (MGM),USA,Jessy Terrero,13922211.0,Soul Plane,R,2004-05-28,86,4.4,Dwayne Adway,19204,Bo Zenga,2004,8363,Soul Plane,soul plane,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2077789.0,-0.14924274599774418
3284,57000000.0,Working Title Films,UK,Jonathan Frakes,6768055.0,Thunderbirds,PG,2004-07-30,95,4.2,Bill Paxton,11740,Gerry Anderson,2004,8782,Thunderbirds,thunderbirds,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-50231945.0,-7.421917375080433
3285,50000000.0,Morgan Creek Productions,USA,Renny Harlin,41821986.0,Exorcist: The Beginning,R,2004-08-20,114,5.1,Stellan Skarsgård,29891,William Peter Blatty,2004,8815,Exorcist: The Beginning,exorcist: the beginning,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-8178014.0,-0.19554341584830523
3286,8600000.0,Broken Lizard Industries,USA,Jay Chandrasekhar,4992159.0,Club Dread,R,2004-02-27,104,5.7,Jay Chandrasekhar,24974,Jay Chandrasekhar,2004,7319,Club Dread,club dread,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-3607841.0,-0.7227015405558997
3287,24000000.0,DreamWorks,USA,Robert Luketic,17071962.0,Win a Date with Tad Hamilton!,PG-13,2004-01-23,100,5.6,Kate Bosworth,23925,Victor Levin,2004,7255,Win a Date with Tad Hamilton!,win a date with tad hamilton!,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-6928038.0,-0.4058138133156576
3288,40000000.0,Paramount Pictures,USA,Brian Robbins,10387706.0,The Perfect Score,PG-13,2004-01-30,93,5.7,Scarlett Johansson,20826,Marc Hyman,2004,7258,"Perfect Score, The","perfect score, the",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-29612294.0,-2.8507058247509125
3289,5000000.0,United Artists,USA,Brian Dannelly,8940582.0,Saved!,PG-13,2004-06-11,92,6.8,Jena Malone,41580,Brian Dannelly,2004,8366,Saved!,saved!,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3940582.0,0.4407522910700892
3290,100000000.0,Touchstone Pictures,USA,Joe Johnston,67286731.0,Hidalgo,PG-13,2004-03-05,136,6.7,Viggo Mortensen,70672,John Fusco,2004,7324,Hidalgo,hidalgo,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-32713269.0,-0.4861771186357679
3291,500000.0,Whitewater Films,USA,Jacob Estes,603951.0,Mean Creek,R,2004-09-29,90,7.3,Rory Culkin,27763,Jacob Estes,2004,27838,Mean Creek,mean creek,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,103951.0,0.17211826787272477
3292,8000000.0,Screen Gems,USA,Chris Stokes,40066497.0,You Got Served,PG-13,2004-01-30,95,3.5,Omarion Grandberry,24154,Chris Stokes,2004,7259,You Got Served,you got served,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,32066497.0,0.8003319331859733
3293,60000000.0,Revolution Studios,USA,Joe Roth,73780539.0,Christmas with the Kranks,PG,2004-11-24,99,5.2,Tim Allen,30985,John Grisham,2004,8978,Christmas with the Kranks,christmas with the kranks,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13780539.0,0.18677742378650825
3294,58000000.0,New Line Cinema,USA,Brett Ratner,28328132.0,After the Sunset,PG-13,2004-11-12,97,6.3,Pierce Brosnan,40092,Paul Zbyszewski,2004,8968,After the Sunset,after the sunset,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-29671868.0,-1.047434684362527
3295,40000000.0,Warner Bros.,USA,Joseph Kahn,21215059.0,Torque,PG-13,2004-01-16,84,4.0,Martin Henderson,24682,Matt Johnson,2004,7175,Torque,torque,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-18784941.0,-0.8854531585323425
3297,23000000.0,Lions Gate Films,UK,Kevin Spacey,6318709.0,Beyond the Sea,PG-13,2004-12-29,118,6.7,Kevin Spacey,13453,Kevin Spacey,2004,30818,Beyond the Sea,beyond the sea,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-16681291.0,-2.6399840537046413
3298,15000000.0,Fine Line Features,USA,John Waters,1339668.0,A Dirty Shame,NC-17,2004-09-24,89,5.1,Tracey Ullman,11124,John Waters,2004,8872,"Dirty Shame, A","dirty shame, a",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-13660332.0,-10.19680398427073
3299,30000000.0,Warner Bros.,USA,Dennie Gordon,14018364.0,New York Minute,PG,2004-05-07,100,4.9,Mary-Kate Olsen,18830,Emily Fox,2004,7453,New York Minute,new york minute,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-15981636.0,-1.140050008688603
3300,30000000.0,Regency Enterprises,USA,Forest Whitaker,9055010.0,First Daughter,PG,2004-09-24,100,5.0,Katie Holmes,18324,Jessica Bendinger,2004,8869,First Daughter,first daughter,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-20944990.0,-2.313083033591349
3301,18000000.0,Movision,USA,Michael Radford,3765585.0,The Merchant of Venice,R,2005-02-18,131,7.1,Al Pacino,31158,William Shakespeare,2004,30850,"Merchant of Venice, The","merchant of venice, the",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-14234415.0,-3.7801337640764983
3302,20000000.0,New Line Cinema,UK,Jonathan Glazer,5005883.0,Birth,R,2004-10-29,100,6.1,Nicole Kidman,31210,Jean-Claude Carrière,2004,8959,Birth,birth,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-14994117.0,-2.9952991310424153
3303,60000000.0,Paramount Pictures,UK,Charles Shyer,13399812.0,Alfie,R,2004-11-05,103,6.2,Jude Law,45684,Bill Naughton,2004,8948,Alfie,alfie,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-46600188.0,-3.4776747614071004
3305,7000000.0,Pathé Pictures International,UK,Gurinder Chadha,6601079.0,Bride & Prejudice,PG-13,2005-03-11,111,6.2,Martin Henderson,18188,Jane Austen,2004,31694,Bride & Prejudice,bride & prejudice,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-398921.0,-0.06043269592743853
3306,50000000.0,Shangri-La Entertainment,USA,George Armitage,6471394.0,The Big Bounce,PG-13,2004-01-30,88,4.9,Owen Wilson,16502,Elmore Leonard,2004,7257,"Big Bounce, The","big bounce, the",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-43528606.0,-6.7263105908866
3307,26000000.0,Dylan Sellers Productions,USA,Kevin Allen,23222861.0,Agent Cody Banks 2: Destination London,PG,2004-03-12,100,4.5,Frankie Muniz,12029,Jeffrey Jurgensen,2004,7345,Agent Cody Banks 2: Destination London,agent cody banks 2: destination london,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2777139.0,-0.11958642821829747
3309,107000000.0,Touchstone Pictures,USA,John Lee Hancock,22414961.0,The Alamo,PG-13,2004-04-09,137,6.0,Dennis Quaid,17664,Leslie Bohem,2004,7379,The Alamo,the alamo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-84585039.0,-3.7735974200445854
3310,55000000.0,Touchstone Pictures,USA,Jay Russell,74541707.0,Ladder 49,PG-13,2004-10-01,115,6.5,Joaquin Phoenix,50406,Lewis Colick,2004,8908,Ladder 49,ladder 49,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19541707.0,0.2621580291956555
3311,25000000.0,Screen Gems,USA,Dwight H. Little,32238923.0,Anacondas: The Hunt for the Blood Orchid,PG-13,2004-08-27,97,4.6,Morris Chestnut,23961,Hans Bauer,2004,8830,Anacondas: The Hunt for the Blood Orchid,anacondas: the hunt for the blood orchid,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7238923.0,0.22453985202917603
3312,50000000.0,Touchstone Pictures,USA,Garry Marshall,37486138.0,Raising Helen,PG-13,2004-05-28,119,6.0,Kate Hudson,32370,Patrick J. Clifton,2004,8362,Raising Helen,raising helen,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-12513862.0,-0.33382638670326614
3314,20000000.0,ApolloMedia Distribution,Germany,Bob Clark,9109322.0,Superbabies: Baby Geniuses 2,PG,2004-08-27,88,2.0,Jon Voight,26818,Steven Paul,2004,8859,SuperBabies: Baby Geniuses 2,superbabies: baby geniuses 2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-10890678.0,-1.1955530828748835
3315,40000000.0,DreamWorks,USA,Barry Levinson,12181484.0,Envy,PG-13,2004-04-30,99,4.8,Ben Stiller,27466,Steve Adams,2004,7448,Envy,envy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-27818516.0,-2.283672169991768
3316,40000000.0,Nine Yards Two Productions,USA,Howard Deutch,16323969.0,The Whole Ten Yards,PG-13,2004-04-09,98,5.5,Bruce Willis,48262,Mitchell Kapner,2004,7381,"Whole Ten Yards, The","whole ten yards, the",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-23676031.0,-1.450384462259148
3317,20000000.0,Metro-Goldwyn-Mayer (MGM),UK,Irwin Winkler,13337299.0,De-Lovely,PG-13,2004-08-06,125,6.6,Kevin Kline,10018,Jay Cocks,2004,8535,De-Lovely,de-lovely,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-6662701.0,-0.49955399515299165
3319,50000000.0,Paramount Pictures,Germany,Philip Kaufman,25195050.0,Twisted,R,2004-02-27,97,5.2,Ashley Judd,18006,Sarah Thorp,2004,7321,Twisted,twisted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-24804950.0,-0.9845167999269698
3320,110000000.0,Walt Disney Pictures,USA,Will Finn,50030461.0,Home on the Range,PG,2004-04-02,76,5.4,Judi Dench,15266,Will Finn,2004,7374,Home on the Range,home on the range,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-59969539.0,-1.1986605320306762
3322,26000000.0,Not specified,USA,Paul Weitz,45489752.0,In Good Company,PG-13,2005-01-14,100,6.5,Dennis Quaid,50314,Paul Weitz,2004,30822,In Good Company,in good company,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19489752.0,0.42844269628025233
3323,26000000.0,Twentieth Century Fox Film Corporation,USA,Joel Zwick,48116322.0,Fat Albert,PG,2004-12-25,93,4.3,Kenan Thompson,9859,Bill Cosby,2004,30883,Fat Albert,fat albert,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,22116322.0,0.45964282141099644
3325,12000000.0,Fox Searchlight Pictures,USA,Christopher Erskin,31179516.0,Johnson Family Vacation,PG-13,2004-04-07,97,4.4,Cedric the Entertainer,6299,Todd R. Jones,2004,7378,Johnson Family Vacation,johnson family vacation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19179516.0,0.6151319346971261
3327,5000000.0,Motion Picture Corporation of America (MPCA),USA,Mick Garris,101107.0,Riding the Bullet,R,2005-02-03,100,5.2,Jonathan Jackson,7968,Mick Garris,2004,8941,Riding the Bullet,riding the bullet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-4898893.0,-48.452560159039436
3328,19250000.0,Franchise Pictures,Germany,David Mamet,4434432.0,Spartan,R,2004-03-12,102,6.6,Val Kilmer,27340,David Mamet,2004,7348,Spartan,spartan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-14815568.0,-3.341029471192703
3330,8000000.0,40 Acres & A Mule Filmworks,USA,Spike Lee,365134.0,She Hate Me,R,2004-07-30,138,5.3,Anthony Mackie,6600,Michael Genet,2004,27864,She Hate Me,she hate me,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-7634866.0,-20.909764634353415
3332,6000000.0,Bob Yari Productions,USA,David Duchovny,371081.0,House of D,PG-13,2005-04-29,96,7.0,David Duchovny,7919,David Duchovny,2004,33136,House of D,house of d,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-5628919.0,-15.168976584627076
3334,35000000.0,Revolution Studios,USA,Nick Hurran,20422207.0,Little Black Book,PG-13,2004-08-06,111,5.3,Brittany Murphy,15844,Melissa Carter,2004,8799,Little Black Book,little black book,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-14577793.0,-0.7138206463189801
3337,11000000.0,Les Films Alain Sarde,UK,Mike Leigh,3753806.0,Vera Drake,R,2005-02-04,125,7.7,Imelda Staunton,21213,Mike Leigh,2004,8951,Vera Drake,vera drake,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-7246194.0,-1.9303592140883146
3340,6500000.0,Eulogy Productions LLC,USA,Michael Clancy,70527.0,Eulogy,R,2004-09-26,91,6.7,Ray Romano,7932,Michael Clancy,2004,8918,Eulogy,eulogy,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-6429473.0,-91.16328498305613
3341,26000000.0,Twentieth Century Fox Film Corporation,USA,Donald Petrie,14469428.0,Welcome to Mooseport,PG-13,2004-02-20,110,5.2,Gene Hackman,11058,Doug Richardson,2004,7294,Welcome to Mooseport,welcome to mooseport,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-11530572.0,-0.7968920402382181
3343,27000000.0,Paramount Pictures,UK,E. Elias Merhige,8725813.0,Suspect Zero,R,2004-08-27,100,5.9,Aaron Eckhart,17171,Zak Penn,2004,8831,Suspect Zero,suspect zero,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-18274187.0,-2.094267548479437
3344,50000.0,Ariztical Entertainment,USA,Q. Allan Brocka,155212.0,Eating Out,UNRATED,2012-02-24,90,5.9,Scott Lunsford,5354,Q. Allan Brocka,2004,170513,Eating Out,eating out,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105212.0,0.6778599592814989
3347,25000000.0,Lions Gate Films,Canada,Nick Hamm,14379751.0,Godsend,PG-13,2004-04-30,102,4.8,Robert De Niro,23154,Mark Bomback,2004,7449,Godsend,godsend,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-10620249.0,-0.7385558345203613
3350,18000000.0,Metro-Goldwyn-Mayer (MGM),USA,Kevin Rodney Sullivan,65111277.0,Barbershop 2: Back in Business,PG-13,2004-02-06,106,5.7,Ice Cube,11281,Mark Brown,2004,7261,Barbershop 2: Back in Business,barbershop 2: back in business,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47111277.0,0.7235501923883324
3351,3000000.0,Front Street Pictures,USA,John Curran,2037545.0,We Don't Live Here Anymore,R,2004-09-03,101,6.3,Mark Ruffalo,8531,Andre Dubus,2004,8813,We Don't Live Here Anymore,we don't live here anymore,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-962455.0,-0.47236011965379904
3357,12000000.0,Lucky 7 Productions LLC,UK,Mick Davis,195378.0,Modigliani,R,2004-09-29,128,7.4,Andy Garcia,9098,Mick Davis,2004,34032,Modigliani,modigliani,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-11804622.0,-60.41940238921475
3358,45000000.0,DreamWorks,USA,Mike Mitchell,11663156.0,Surviving Christmas,PG-13,2004-10-22,91,5.3,Ben Affleck,18771,Deborah Kaplan,2004,8946,Surviving Christmas,surviving christmas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-33336844.0,-2.8583038758977417
3359,20000000.0,Universal Pictures,USA,Michael Lembeck,8054280.0,Connie and Carla,PG-13,2004-04-16,108,6.3,Nia Vardalos,7171,Nia Vardalos,2004,7437,Connie and Carla,connie and carla,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-11945720.0,-1.4831518149356615
3360,6500000.0,Hart-Sharp Entertainment,USA,Michael Mayer,1029872.0,A Home at the End of the World,R,2004-10-14,97,6.8,Colin Farrell,12420,Michael Cunningham,2004,8667,A Home at the End of the World,a home at the end of the world,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-5470128.0,-5.311463948917924
3361,40000000.0,Rent Productions LLC,USA,Chris Columbus,29077547.0,Rent,PG-13,2005-11-23,135,7.0,Taye Diggs,43683,Stephen Chbosky,2005,40826,Rent,rent,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-10922453.0,-0.37563185780423636
3362,150000000.0,Warner Bros.,USA,Tim Burton,206459076.0,Charlie and the Chocolate Factory,PG,2005-07-15,115,6.7,Johnny Depp,350762,Roald Dahl,2005,30793,Charlie and the Chocolate Factory,charlie and the chocolate factory,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,56459076.0,0.27346376383085236
3363,150000000.0,Warner Bros.,UK,Mike Newell,290013036.0,Harry Potter and the Goblet of Fire,PG-13,2005-11-18,157,7.7,Daniel Radcliffe,429209,Steve Kloves,2005,40815,Harry Potter and the Goblet of Fire,harry potter and the goblet of fire,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,140013036.0,0.48278187053633
3364,150000000.0,Warner Bros.,USA,Christopher Nolan,206852432.0,Batman Begins,PG-13,2005-06-15,152,8.3,Christian Bale,1075968,Bob Kane,2005,33794,Batman Begins,batman begins,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56852432.0,0.2748453641579617
3365,40000000.0,Universal Pictures,USA,Joss Whedon,25514517.0,Serenity,PG-13,2005-09-30,119,7.9,Nathan Fillion,255155,Joss Whedon,2005,34405,Serenity,serenity,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-14485483.0,-0.5677349486960698
3366,40000000.0,Dimension Films,USA,Frank Miller,74103820.0,Sin City,R,2005-04-01,124,8.0,Mickey Rourke,690034,Frank Miller,2005,32587,Sin City,sin city,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,34103820.0,0.4602167607553835
3367,28000000.0,Focus Features,France,Joe Wright,38405088.0,Pride & Prejudice,PG,2005-11-23,129,7.8,Keira Knightley,209548,Jane Austen,2005,40629,Pride & Prejudice,pride & prejudice,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10405088.0,0.27092993511693036
3368,50000000.0,Touchstone Pictures,UK,Garth Jennings,51085416.0,The Hitchhiker's Guide to the Galaxy,PG,2005-04-29,109,6.8,Martin Freeman,165212,Douglas Adams,2005,33004,"Hitchhiker's Guide to the Galaxy, The","hitchhiker's guide to the galaxy, the",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1085416.0,0.02124708155454778
3369,14000000.0,Focus Features,USA,Ang Lee,83043761.0,Brokeback Mountain,R,2006-01-13,134,7.7,Jake Gyllenhaal,276758,Annie Proulx,2005,39183,Brokeback Mountain,brokeback mountain,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69043761.0,0.8314141865515942
3370,40000000.0,New Line Cinema,USA,David Dobkin,209218368.0,Wedding Crashers,R,2005-07-15,119,7.0,Owen Wilson,295346,Steve Faber,2005,34162,Wedding Crashers,wedding crashers,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,169218368.0,0.808812197598253
3371,82000000.0,Paramount Pictures,USA,Peter Segal,158119460.0,The Longest Yard,PG-13,2005-05-27,113,6.4,Adam Sandler,139788,Albert S. Ruddy,2005,33646,"Longest Yard, The","longest yard, the",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,76119460.0,0.4814047556195803
3372,4800000.0,Hostel LLC,USA,Eli Roth,47326473.0,Hostel,R,2006-01-06,94,5.9,Jay Hernandez,147832,Eli Roth,2005,42723,Hostel,hostel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42526473.0,0.8985768493671608
3373,130000000.0,Twentieth Century Fox Film Corporation,USA,Ridley Scott,47398413.0,Kingdom of Heaven,R,2005-05-06,144,7.2,Orlando Bloom,232742,William Monahan,2005,33162,Kingdom of Heaven,kingdom of heaven,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-82601587.0,-1.7427078623919328
3374,113000000.0,Lucasfilm,USA,George Lucas,380262555.0,Star Wars: Episode III - Revenge of the Sith,PG-13,2005-05-19,140,7.6,Hayden Christensen,570398,George Lucas,2005,33493,Star Wars: Episode III - Revenge of the Sith,star wars: episode iii - revenge of the sith,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,267262555.0,0.7028368990998864
3375,132000000.0,Paramount Pictures,USA,Steven Spielberg,234280354.0,War of the Worlds,PG-13,2005-06-29,116,6.5,Tom Cruise,357995,Josh Friedman,2005,34048,War of the Worlds,war of the worlds,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,102280354.0,0.4365724750441516
3376,132000000.0,Paramount Pictures,USA,Steven Spielberg,234280354.0,War of the Worlds,PG-13,2005-06-29,116,6.5,Tom Cruise,357995,Josh Friedman,2005,64997,War of the Worlds,war of the worlds,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,102280354.0,0.4365724750441516
3377,100000000.0,Warner Bros.,USA,Francis Lawrence,75976178.0,Constantine,R,2005-02-18,121,6.9,Keanu Reeves,253723,Jamie Delano,2005,31696,Constantine,constantine,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-24023822.0,-0.31620203374799927
3378,43000000.0,Twentieth Century Fox Film Corporation,Canada,Rob Bowman,24409722.0,Elektra,PG-13,2005-01-14,97,4.8,Jennifer Garner,75843,Mark Steven Johnson,2005,31221,Elektra,elektra,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-18590278.0,-0.7615931881567516
3379,28000000.0,Fox 2000 Pictures,USA,James Mangold,119519402.0,Walk the Line,PG-13,2005-11-18,136,7.9,Joaquin Phoenix,198923,Johnny Cash,2005,40819,Walk the Line,walk the line,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,91519402.0,0.7657284128647163
3381,19000000.0,Metro-Goldwyn-Mayer (MGM),USA,Andrew Douglas,65233369.0,The Amityville Horror,R,2005-04-15,90,6.0,Ryan Reynolds,91483,Scott Kosar,2005,33085,"Amityville Horror, The","amityville horror, the",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,46233369.0,0.7087380233266811
3382,70000000.0,Columbia Pictures Corporation,USA,Andy Tennant,179495555.0,Hitch,PG-13,2005-02-11,118,6.6,Will Smith,259673,Kevin Bisch,2005,31685,Hitch,hitch,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,109495555.0,0.6100181979436761
3383,207000000.0,Universal Pictures,New Zealand,Peter Jackson,218080025.0,King Kong,PG-13,2005-12-14,187,7.2,Naomi Watts,340976,Fran Walsh,2005,41569,King Kong,king kong,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11080025.0,0.05080715209932684
3384,26000000.0,Universal Pictures,USA,Judd Apatow,109449237.0,The 40-Year-Old Virgin,R,2005-08-19,116,7.1,Steve Carell,334507,Judd Apatow,2005,35836,"40-Year-Old Virgin, The","40-year-old virgin, the",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,83449237.0,0.7624469506352064
3385,120000000.0,Regency Enterprises,USA,Doug Liman,186336279.0,Mr. & Mrs. Smith,PG-13,2005-06-10,120,6.5,Brad Pitt,379073,Simon Kinberg,2005,33679,Mr. & Mrs. Smith,mr. & mrs. smith,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,66336279.0,0.35600302504699044
3386,4000000.0,Twisted Pictures,USA,Darren Lynn Bousman,87039965.0,Saw II,R,2005-10-28,93,6.6,Donnie Wahlberg,201006,Leigh Whannell,2005,39446,Saw II,saw ii,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,83039965.0,0.9540440991675491
3387,1500000.0,Samuel Goldwyn Films,USA,Noah Baumbach,7362100.0,The Squid and the Whale,R,2005-12-16,81,7.4,Owen Kline,64252,Noah Baumbach,2005,38886,"Squid and the Whale, The","squid and the whale, the",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5862100.0,0.7962537862838049
3388,7000000.0,Lions Gate Films,USA,Rob Zombie,17044981.0,The Devil's Rejects,R,2005-07-22,107,6.9,Sid Haig,80744,Rob Zombie,2005,34323,"Devil's Rejects, The","devil's rejects, the",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10044981.0,0.5893219241488155
3389,40000000.0,Warner Bros.,USA,Tim Burton,53359111.0,Corpse Bride,PG,2005-09-23,77,7.4,Johnny Depp,205383,Tim Burton,2005,37729,Corpse Bride,corpse bride,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,13359111.0,0.2503623233153191
3390,35000000.0,Walt Disney Pictures,USA,Mike Mitchell,63946815.0,Sky High,PG,2005-07-29,100,6.2,Kurt Russell,66438,Paul Hernandez,2005,34332,Sky High,sky high,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,28946815.0,0.4526701603512231
3391,126000000.0,DreamWorks,USA,Michael Bay,35818913.0,The Island,PG-13,2005-07-22,136,6.9,Scarlett Johansson,275721,Caspian Tredwell-Owen,2005,34319,"Island, The","island, the",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-90181087.0,-2.5176946882782287
3392,15000000.0,Gold Circle Films,USA,Clare Kilner,31726995.0,The Wedding Date,PG-13,2005-02-04,90,6.1,Dermot Mulroney,41497,Elizabeth Young,2005,31433,"Wedding Date, The","wedding date, the",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16726995.0,0.5272164918234457
3393,88000000.0,Universal Pictures,USA,Ron Howard,61649911.0,Cinderella Man,PG-13,2005-06-03,144,8.0,Russell Crowe,156991,Cliff Hollingsworth,2005,33660,Cinderella Man,cinderella man,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-26350089.0,-0.4274148749379379
3394,72000000.0,Universal Pictures,USA,Sam Mendes,62658220.0,Jarhead,R,2005-11-04,125,7.0,Jake Gyllenhaal,152251,William Broyles Jr.,2005,40278,Jarhead,jarhead,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-9341780.0,-0.14909105301746522
3395,70000000.0,DreamWorks,France,Steven Spielberg,47403685.0,Munich,R,2006-01-06,164,7.6,Eric Bana,186355,Tony Kushner,2005,41997,Munich,munich,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-22596315.0,-0.47667844809955173
3396,53000000.0,Metro-Goldwyn-Mayer (MGM),USA,F. Gary Gray,56046979.0,Be Cool,PG-13,2005-03-04,118,5.7,John Travolta,61786,Elmore Leonard,2005,32019,Be Cool,be cool,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3046979.0,0.054364732129451615
3397,52000000.0,Miramax,USA,Florent-Emilio Siri,34639939.0,Hostage,R,2005-03-11,113,6.6,Bruce Willis,97552,Robert Crais,2005,32029,Hostage,hostage,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-17360061.0,-0.5011573779041586
3398,52000000.0,Miramax,USA,Florent-Emilio Siri,34639939.0,Hostage,R,2005-03-11,113,6.6,Bruce Willis,97552,Robert Crais,2005,124757,Hostage,hostage,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-17360061.0,-0.5011573779041586
